id,Exited
165034,0.02103090116614143
165035,0.8055592636045923
165036,0.02958781243262271
165037,0.16969882882801407
165038,0.312275149926806
165039,0.07474080373682182
165040,0.05235593060169844
165041,0.12662769804449106
165042,0.5904370682902619
165043,0.011791479786410493
165044,0.1586635640721636
165045,0.02556511363538952
165046,0.018188077631742988
165047,0.16925434754071134
165048,0.6185490765086296
165049,0.03704290484653561
165050,0.16600675678273707
165051,0.36804485305558093
165052,0.014638048088350458
165053,0.05383429110712126
165054,0.025685366822562
165055,0.09284073701538212
165056,0.20886308951170723
165057,0.006228615454212632
165058,0.49897039310202534
165059,0.09541495434046002
165060,0.9657218172672424
165061,0.5640963110085989
165062,0.11836872463045504
165063,0.47823606107926214
165064,0.03728978520174218
165065,0.05106021150202441
165066,0.09563154749218626
165067,0.19109117210357301
165068,0.027251004117976003
165069,0.007945613205098168
165070,0.7816585845826982
165071,0.03821703809360276
165072,0.08361886119092946
165073,0.9222590596910162
165074,0.5015933567273041
165075,0.17521933068933082
165076,0.11498779317164237
165077,0.011821182335202013
165078,0.2658356546405778
165079,0.2700425951285944
165080,0.011109394044005926
165081,0.04046900630910713
165082,0.0060550713296504115
165083,0.48437523846431363
165084,0.0425012599585753
165085,0.005938596116255533
165086,0.013124277756689104
165087,0.5675748839097382
165088,0.016656468420501273
165089,0.09980858050958849
165090,0.07642515733571438
165091,0.02506100953363793
165092,0.01835137810918531
165093,0.10618980598459347
165094,0.019847953864697027
165095,0.13431527344408725
165096,0.3156706460448566
165097,0.12475435782986785
165098,0.0481353094723176
165099,0.012424021978259512
165100,0.866961025179993
165101,0.05645754057201866
165102,0.05268598801543735
165103,0.019037647005008027
165104,0.12685876616979377
165105,0.5433957455788765
165106,0.34097639598842616
165107,0.06146081510779726
165108,0.029955025113373137
165109,0.3941012848751629
165110,0.0651929000729445
165111,0.06260580694399213
165112,0.10573009447820543
165113,0.03306867656212736
165114,0.019103000291211716
165115,0.026412204227135163
165116,0.4720208013954359
165117,0.04501640025292362
165118,0.32622747946650427
165119,0.11798804527498642
165120,0.060303063337158444
165121,0.337873639652027
165122,0.19902735629014906
165123,0.06034182303492894
165124,0.2570834138919399
165125,0.03440344363989653
165126,0.03482083935946252
165127,0.020620736311953686
165128,0.021354177842846732
165129,0.031029046934774863
165130,0.9514518403236059
165131,0.011914300082985276
165132,0.3410773510295941
165133,0.07777773721566121
165134,0.012630820165536068
165135,0.07064791503507077
165136,0.005466566867788208
165137,0.4764137781738262
165138,0.6689567348094607
165139,0.653356740384002
