id,Exited
165034,0.024080806829633726
165035,0.8507887628872879
165036,0.02451673838817671
165037,0.2888075159382307
165038,0.3689923037268812
165039,0.02592685459828366
165040,0.04931582907409857
165041,0.09729860162484269
165042,0.676596086307919
165043,0.008705943729567246
165044,0.20289396097970447
165045,0.018048659522239077
165046,0.008722935784900845
165047,0.16231874005151914
165048,0.7263875315014782
165049,0.05764209605586584
165050,0.09689688817653386
165051,0.42717941562692585
165052,0.016726548354778166
165053,0.061416976736346524
165054,0.015312448059764946
165055,0.07964634497116835
165056,0.2773202798844002
165057,0.008050018464079302
165058,0.5232778814107095
165059,0.16798501699139679
165060,0.9747256672805581
165061,0.6204576759983784
165062,0.09103012631669868
165063,0.6428370582266785
165064,0.0168160722701397
165065,0.03846206309953574
165066,0.13659066189814484
165067,0.14985709682828274
165068,0.023058419381775736
165069,0.013952958682924154
165070,0.8577517639516363
165071,0.03114226753989214
165072,0.07859642197186206
165073,0.9238826371292091
165074,0.5680043912624883
165075,0.20134916009934434
165076,0.1835549429785986
165077,0.009746635578222898
165078,0.35142675650611366
165079,0.22468706149479029
165080,0.009158007220120926
165081,0.055620737638220494
165082,0.004195659025682703
165083,0.4076585535365295
165084,0.04629680600619217
165085,0.005968748197356645
165086,0.00888345298299139
165087,0.6099653052087023
165088,0.0187899854740328
165089,0.08536110056757051
165090,0.06912994788943727
165091,0.02130854083804844
165092,0.012624605245044282
165093,0.12830113500699156
165094,0.015077335193708455
165095,0.0994568702108171
165096,0.33116974384727005
165097,0.1357604384341051
165098,0.04148212242247052
165099,0.010252017590407083
165100,0.8816853183143589
165101,0.06727275358894294
165102,0.06128433423454181
165103,0.026585646613069273
165104,0.16538987785217557
165105,0.5628679190230057
165106,0.3831622281264486
165107,0.0473706862177847
165108,0.014640338996516192
165109,0.30876765021390185
165110,0.09250514903454485
165111,0.03929905661971398
165112,0.07918761468192985
165113,0.017019042183493184
165114,0.018697893817918112
165115,0.02525339255741764
165116,0.5179639111472794
165117,0.04780147175224064
165118,0.41636747511970823
165119,0.11371950234501679
165120,0.07979839906414173
165121,0.37941320084526403
165122,0.18180542815074477
165123,0.09065193453766177
165124,0.2833614090915073
165125,0.021075561702435686
165126,0.027187312465761383
165127,0.01607222046684168
165128,0.017032547900170104
165129,0.012261555878651449
165130,0.9826902664768775
165131,0.012956516140791463
165132,0.3118494885549414
165133,0.09901914375028051
165134,0.014777323368815626
165135,0.0921081784510239
165136,0.005324329787717066
165137,0.43180564364728297
165138,0.781807201328196
165139,0.7269382695035125
165140,0.08552183360397457
165141,0.024806981721919474
165142,0.00493683910915474
165143,0.12719630677815924
165144,0.26510963843838325
165145,0.5093891454575286
165146,0.2803646616969047
165147,0.06131409277545535
165148,0.05613929002137989
165149,0.02988079989348708
165150,0.015808058333881898
165151,0.757096502892309
165152,0.5538767255543493
165153,0.036666737177412
165154,0.013896878676678142
165155,0.027647145799777284
165156,0.0051774738220894765
165157,0.03508881386252767
165158,0.490555002912269
165159,0.09844564759808866
165160,0.03277000312722039
165161,0.01340514853189864
165162,0.7942647431673691
165163,0.021676202106210275
165164,0.015944721525806657
165165,0.12774269176379002
165166,0.9748077290831774
165167,0.04489430281513757
165168,0.027234094153973612
165169,0.07088507932309573
165170,0.06952016010154624
165171,0.06568431776247131
165172,0.6188939689363678
165173,0.17115421383829188
165174,0.014929552280712579
165175,0.0894804099946584
165176,0.015083319803103928
165177,0.03397823070492412
165178,0.5431903704802763
165179,0.7680980717846413
165180,0.020273076823554184
165181,0.9097796901846884
165182,0.17702475702466874
165183,0.03602399485479733
165184,0.04567300760827254
165185,0.021741711558067818
165186,0.008512437382657929
165187,0.9915258201919223
165188,0.9607495696824067
165189,0.011785312630639413
165190,0.019501230250987763
165191,0.15571957326022645
165192,0.15595466986060796
165193,0.10690844184009568
165194,0.3919042443617778
165195,0.10640032700267861
165196,0.3451155390874012
165197,0.7879186780426142
165198,0.6549962176055852
165199,0.13509547225264457
165200,0.42827034984751977
165201,0.7233631906979276
165202,0.7445886569992378
165203,0.8256460909693653
165204,0.7110211677155849
165205,0.01773309149705646
165206,0.1244920174759131
165207,0.043102794313964465
165208,0.020340068736470186
165209,0.2127262519859557
165210,0.5145547239388496
165211,0.9546522562578118
165212,0.04051306057199819
165213,0.0166642025570664
165214,0.9558362081686219
165215,0.37373842553364944
165216,0.04589429328164452
165217,0.00361424409860958
165218,0.017112154893250086
165219,0.9089423988972789
165220,0.38323677979135534
165221,0.045045410810175004
165222,0.18033545567312043
165223,0.12252202438390394
165224,0.02991385069206288
165225,0.9440031764635625
165226,0.8356588987311814
165227,0.20332445672039978
165228,0.15657673487245755
165229,0.442174263316263
165230,0.9508615904010511
165231,0.021403144676348445
165232,0.004494915172058442
165233,0.04427569573859276
165234,0.15854055952104548
165235,0.015372548372660753
165236,0.5740489763520678
165237,0.008388397095483547
165238,0.16580060012579784
165239,0.00843444956394419
165240,0.00912670163290684
165241,0.005841515450161225
165242,0.34593576821652416
165243,0.02070872250151438
165244,0.7715670334440402
165245,0.006273477760228806
165246,0.039667831583110325
165247,0.017189087352488742
165248,0.03378931496016661
165249,0.27645790025365957
165250,0.007663523102587626
165251,0.010414679492587304
165252,0.2699396829347306
165253,0.4036018855284408
165254,0.009459866319969546
165255,0.14679942170422589
165256,0.2699828244300696
165257,0.0197004942017319
165258,0.7487665405299206
165259,0.48900303372294124
165260,0.28893491755226375
165261,0.8767147820907357
165262,0.5523587913822743
165263,0.00902065937603125
165264,0.02320373378161859
165265,0.02220227797306739
165266,0.005906233173635136
165267,0.49537143521404675
165268,0.10430531505460278
165269,0.7282587420601261
165270,0.37803389827706657
165271,0.015192948605431453
165272,0.9818443839545263
165273,0.055314348967243326
165274,0.07345658995490556
165275,0.1769352729737106
165276,0.13055774440711948
165277,0.2717994352035107
165278,0.9603797435243921
165279,0.13930979217081935
165280,0.01834145388760424
165281,0.007303094201351154
165282,0.10238003709955618
165283,0.004519606918659372
165284,0.39919045642618045
165285,0.09621077456219117
165286,0.07139153278003665
165287,0.012476535819261383
165288,0.032725693874026934
165289,0.0629989696246237
165290,0.02116050189044579
165291,0.011141562828920011
165292,0.099600325493028
165293,0.6357674963569097
165294,0.004872402668192951
165295,0.19403010442882448
165296,0.06568592226702918
165297,0.020549662304660505
165298,0.014783642672367349
165299,0.050852116146057794
165300,0.48378497712114016
165301,0.07650184008698191
165302,0.43149638469500917
165303,0.05248216062254073
165304,0.005159482788762626
165305,0.0052176862552517685
165306,0.01500387756776067
165307,0.13011558009083532
165308,0.03372875814111441
165309,0.16912163294654597
165310,0.10763558723177646
165311,0.08078362860632193
165312,0.9046626542632019
165313,0.017952000746497648
165314,0.028497639402104296
165315,0.20483464264863488
165316,0.21691689786185953
165317,0.004693578333686745
165318,0.804248374478499
165319,0.12142370870054917
165320,0.02376158293596662
165321,0.09087461954889384
165322,0.03863881650726045
165323,0.04736677062272797
165324,0.09429145062279473
165325,0.31289894552657577
165326,0.455546120665338
165327,0.09119895535892737
165328,0.12436180705174632
165329,0.009025621282173397
165330,0.045754695626550046
165331,0.07699929367662628
165332,0.7096439033973871
165333,0.018687652076988193
