id,Exited
165034,0.03468979975406982
165035,0.8586609451683826
165036,0.03218102150227989
165037,0.2821629727977965
165038,0.28345655031749933
165039,0.027912199529315288
165040,0.04093023193740889
165041,0.03642301017110313
165042,0.6679985251078673
165043,0.028752970941727494
165044,0.051900682554001445
165045,0.0296580059378211
165046,0.028161590278839015
165047,0.08997099785237607
165048,0.8286217068584807
165049,0.03717372407959797
165050,0.04118740226655013
165051,0.31656394008258715
165052,0.030232573651609487
165053,0.04121059073591483
165054,0.030089721545457155
165055,0.03466666148221017
165056,0.07739922069408003
165057,0.028889849994134513
165058,0.4519389405707099
165059,0.06336152762614085
165060,0.8943115011857833
165061,0.7868559197959306
165062,0.03522621329800452
165063,0.8294844753567213
165064,0.0289916601085951
165065,0.03718299688833695
165066,0.09435625572506094
165067,0.10071972387000255
165068,0.030650405604443855
165069,0.0332817184964646
165070,0.8896081760176542
165071,0.03672046671910008
165072,0.059152460743045004
165073,0.8819556971736838
165074,0.45214634506680157
165075,0.05776244054619947
165076,0.0683751956287293
165077,0.02987577429344812
165078,0.32683680825569805
165079,0.20666968621872103
165080,0.0295977819896808
165081,0.05351270282558715
165082,0.02790976453882057
165083,0.20253137264563648
165084,0.034185688516515995
165085,0.02836169205155892
165086,0.028534435578928385
165087,0.6342969950217567
165088,0.029816683981975914
165089,0.0565172305091101
165090,0.040494489683783774
165091,0.03389462201666585
165092,0.02752433293665151
165093,0.0624053368442787
165094,0.028650483266445665
165095,0.03122698463932469
165096,0.4256095187088674
165097,0.056751144549811505
165098,0.0418891637341101
165099,0.029321474126411617
165100,0.8502467840108636
165101,0.04104400315533971
165102,0.03326152663944408
165103,0.03749968993164542
165104,0.09408948474780024
165105,0.7294737085468954
165106,0.34772172607127455
165107,0.03096385232897266
165108,0.027640213633709124
165109,0.09087662118796704
165110,0.049031255037085685
165111,0.03813947148540726
165112,0.051506635043790085
165113,0.030435116609206028
165114,0.03217597003520407
165115,0.03586666123586724
165116,0.4960646206896183
165117,0.04278159161867178
165118,0.47787919562379677
165119,0.07038287995655908
165120,0.05018748594960885
165121,0.39450120595889027
165122,0.03161488751818773
165123,0.0962657957808527
165124,0.1790629645507678
165125,0.029539022469042185
165126,0.030444746865584033
165127,0.030396766927080678
165128,0.03142455492380901
165129,0.028964389200098965
165130,0.8886239826489309
165131,0.0320887009858542
165132,0.11368577486345385
165133,0.03635020463943836
165134,0.033394097424751794
165135,0.08016538812589985
165136,0.02789840823290915
165137,0.04184724234900044
165138,0.8366463580268023
165139,0.8303830599424955
165140,0.04847353421557674
165141,0.03389565351149919
165142,0.028167267799640735
165143,0.10638980870714189
165144,0.2732142486205692
165145,0.3153306377302633
165146,0.19714700338247695
165147,0.05824667842929391
165148,0.031015702069447947
165149,0.03088442132862741
165150,0.03232466672583618
165151,0.7385015701184539
165152,0.8312424823753617
165153,0.02953581116283612
165154,0.028600136915500146
165155,0.03346787720554741
165156,0.027819866590769012
165157,0.03602333297509783
165158,0.5377161586520557
165159,0.04661267263949886
165160,0.02850218773550039
165161,0.029047919629555056
165162,0.8188790897833078
165163,0.031972554926679976
165164,0.03077684781263511
165165,0.07995173181389943
165166,0.8965195145980771
165167,0.030993574848432973
165168,0.028948272973346033
165169,0.04178266561680675
165170,0.04596781348322908
165171,0.03172833189737614
165172,0.5614796827197424
165173,0.15627978184793342
165174,0.02867700767055184
165175,0.05804326303308978
165176,0.028985242255258597
165177,0.03090655991096809
165178,0.4400704648135727
165179,0.7583345215951767
165180,0.029404326821171136
165181,0.8842209611646467
165182,0.06666203672455943
165183,0.04313361411124708
165184,0.03809093503722401
165185,0.02919535951951817
165186,0.028847432867014362
165187,0.9035217825041181
165188,0.8772979271353453
165189,0.02862624806846103
165190,0.03270359350799232
165191,0.07078434382459851
165192,0.12319788429248081
165193,0.06511070970992747
165194,0.4877487162019875
165195,0.04609556927951088
165196,0.1534439712713468
165197,0.7806196089538853
165198,0.5492418359599573
165199,0.10581523286199084
165200,0.42908454433773363
165201,0.7640275631638266
